Register_no,Sub_code,Credit,Letter_Grade,Grade_Point,Result
71772116L15,18NES403,4,B+,7,PASS
71772116L15,18NPC404,3,B+,7,PASS
71772116L15,18NPC405,3,U,0,RA
71772116L15,18NPC406,3,A,8,PASS
71772116L15,18NMC4Z7,0,B+,7,PASS
71772116L15,18NPC408,1.5,A,8,PASS
71772116L15,18NPC409,1.5,A,8,PASS
71772116L15,18NVA401,1,B+,7,PASS
71772116L16,18NHS401,3,A,8,PASS
71772116L16,18NBS402,4,U,0,RA
71772116L16,18NES403,4,B+,7,PASS
71772116L16,18NPC404,3,A,8,PASS
71772116L16,18NPC405,3,C,5,PASS
71772116L16,18NPC406,3,A,8,PASS
71772116L16,18NMC4Z7,0,B+,7,PASS
71772116L16,18NPC408,1.5,A,8,PASS
71772116L16,18NPC409,1.5,A,8,PASS
71772116L16,18NVA401,1,A,8,PASS
71772116L17,18NHS301,3,U,0,RA
71772116L17,18NBS302,3,U,0,RA
71772116L17,18NES303,3,U,0,RA
71772116L17,18NPC305,3,B,6,PASS
71772116L17,18NMC3Z7,0,U,0,RA
71772116L17,18NHS401,3,C,5,PASS
71772116L17,18NBS402,4,U,0,RA
71772116L17,18NES403,4,U,0,RA
71772116L17,18NPC404,3,B+,7,PASS
71772116L17,18NPC405,3,U,0,RA
71772116L17,18NPC406,3,U,0,RA
71772116L17,18NMC4Z7,0,B,6,PASS
71772116L17,18NPC408,1.5,B+,7,PASS
71772116L17,18NPC409,1.5,U,0,RA
71772116L17,18NVA401,1,A,8,PASS
71772116L18,18NHS401,3,A,8,PASS
71772116L18,18NBS402,4,U,0,RA
71772116L18,18NES403,4,B+,7,PASS
71772116L18,18NPC404,3,B+,7,PASS
71772116L18,18NPC405,3,U,0,RA
71772116L18,18NPC406,3,A,8,PASS
71772116L18,18NMC4Z7,0,A,8,PASS
71772116L18,18NPC408,1.5,A+,9,PASS
71772116L18,18NPC409,1.5,A+,9,PASS
71772116L18,18NVA401,1,A,8,PASS
